comments,contain_gender_bias,bias,hate,english
YG올해 아이콘 빅뱅 위너 블핑 대박나니까 블핑 빌보드뜨는날 몰아서 ㅈㄹ들이네..그래도 잘나가~~~,FALSE,none,offensive,"YG This year's icon, Big Bang, Winner, Blackpink, is a big hit, so they're flocking to the day Blackpink's billboard comes out... but they're still doing well~~~"
Yg가 망하면 안되는이유 걸그룹 독보적 원톱 블랙핑크 때문이라도 흥해야함,FALSE,none,none,"The reason why YG should not fail is because of Blackpink, the unrivaled top girl group."
Yg쉐키들 꼴보기도 싫다 이제 그만 나와라 뉴스,FALSE,others,offensive,"Yg shakkies, I don’t even want to see them, stop coming out now."
aoa가 걸그룹으로 가치고 있음? ㅋㅋㅋ요즘 아이돌은 20살만 넘어도 늙은거임 ㅋㅋㅋ 아이즈원 장원영 안유진 ITZY 유나같은애들 봐라 17살이니까 존나쩔지 ㅋㅋㅋ여자는 무조건 어린게 최고임,TRUE,gender,hate,"Is AOA valued as a girl group? Haha these days, idols are considered old even if they are over 20 haha ​​Look at kids like IZONE Jang Won-young, Ahn Yu-jin, ITZY Yuna, they are 17 years old so they are fucking awesome haha ​​For women, younger is always the best."
b.c급들 기사 쓰지말자,FALSE,none,offensive,Let’s not write articles about B.C level students.
bts 이제 한개씩터지는구나,FALSE,none,none,BTS is popping up one by one now
bts가 짱이지,FALSE,none,none,bts is the best
cg겠지 저걸 실제로 했을까,FALSE,none,none,It must be CG. Did they actually do that?
dna가 좋아서 기대했는데 페이크러브 정말 실망.. 좋다는 사람들 방탄팬이라는 입장 떠나서 만일 신인그룹이 같은 노래 불렀다 쳐도 과연 좋다고 할 수있나?? 뮤비는 오글거리고..,FALSE,none,none,"I was looking forward to it because DNA was good, but I was really disappointed with Fake Love.. Regardless of the position of those who say it is a BTS fan, if a new group sings the same song, can it really be said to be good?? The music video is cringy..."
ebs에서는 장난이라고 서로 때리고 욕하고 하나 봐요 누가 입사하고 싶어 하나요?,FALSE,none,none,"At EBS, they seem to be hitting and swearing at each other for fun. Who wants to join the company?"
fm대행진은 kbs아나운서들만 하는줄알았는데..,FALSE,none,none,I thought FM parades were only done by KBS announcers...
god 박준형이 이 기사를 싫어합니다.,FALSE,none,offensive,god Park Junhyung hates this article.
jtbc가 밀어주는건 일단 의심부터 해야함,FALSE,others,offensive,You should first be suspicious of anything promoted by jtbc.
jyp 구내식당 진짜 모든회사들중에서 갑이더라,FALSE,none,none,JYP’s cafeteria is truly the best among all companies.
life*니같은 개돼지가있어서 개한민국이 엉망진창인거야.주제를알아야지.일베충만큼 개돼지인 문베충 나라 문화 방송말아먹는 쓰레기들,FALSE,others,hate,life*The Republic of Korea is in a mess because there are dogs and pigs like you. You need to know the topic. Munbe bugs who are as much pigs and pigs as Ilbe bugs are garbage that eats up the country’s cultural broadcasting.
mbc 요즘 일반인들 섭외 ㅈㄴ하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ한심,FALSE,others,hate,"MBC these days, they're recruiting ordinary people hahahahahahahahahahahahahahaha pathetic"
mc 몽은 욕하면서 약쟁이는 칭찬하냐? 반칙으로 딴 메달이 무슨 정당성이 있다고. 에휴.. 개.돼지들.,FALSE,others,hate,Do you criticize MC Mong but praise a druggie? What justification is there for a medal won through foul play? Ugh.. dogs.pigs.
oecd여성들중에 가장 의욕없고 꿀빨러에 핑계대기 일상인 한국 여자들이 전세계도 아니고 oecd 선진국 여자들에 비비면서 임금문제 거론하는게 가장 어이없다,TRUE,gender,hate,"It is most absurd that Korean women, who are the most unmotivated among oecd women and are suckers and make excuses every day, bring up the wage issue in comparison to women from oecd developed countries, not even the world."
sns로 열애인정해서 맞은거아녀????,FALSE,none,none,Didn't you get hit because you admitted to being in a relationship on social media????
sun2**** 무슨 천명훈을 말도 없이하차 시켜요 천명훈 까리는거 방송에 나왔습니다,FALSE,none,none,sun2**** Why did you force Myung-Hoon Chun to leave the company without saying anything? The criticism of Myung-Hoon Chun was broadcast on TV.
tvn은 진짜 또 걸리냐 ㅋㅋㅋ 불쌍하다..,FALSE,none,none,Did tvN really get caught again? It’s pitiful..
tv조선서 키워줬더니 ㅋ,FALSE,none,offensive,I raised him at TV Chosun.
ubd 안마 제이튠 주식 먹튀 ㅆㄹㄱ,FALSE,none,hate,ubd massage jtune stock scam ㅆㄹㄱ
y2k 고재근 선생인 줄 만 알았다^^,FALSE,none,none,I thought it was y2k teacher Go Jae-geun^^
yg 이사지만 저 사람은 좋은 사람일 수도 있겠지. 확실한 건 잠잠하다가 소속사 이미지 바닥치니까 계속 여기저기 나오고 기사 뜨는 건 기분탓이 아닐걸. 그런건 별로임.,FALSE,none,none,"YG Director, but he might be a good person. What is certain is that the agency's image has deteriorated after being quiet, so the fact that it keeps appearing here and there and being featured in articles is probably not due to a whim. That's not good."
yg음악은 영원하다. 케이팝에 yg음악 없으면 pop 음악이 커지겠지요.,FALSE,none,offensive,"yg music is forever. Without YG music in K-pop, pop music will grow."
~내나이 쉰네살인데 순간순간 옛기억이 떠오를때 부끄러워 나혼자 몸이 오그라들때가 있는데 ~공배우님도 그런 느낌 아닌까요~,FALSE,none,none,"~I'm 54 years old, and there are times when I cringe with shame when old memories come to mind. ~Isn't Actor Gong feeling the same way?~"
~한ㅅ희 나오고 나서 전혀 독특해 보이지 않음 그리고 설리가 잘못한것도 없고ㅡㅡ,FALSE,none,none,"~After Han Hee came out, she didn't look unique at all and Sulli didn't do anything wrongㅡㅡ"
‘그’ 성별 72% 산이를 향한 피의 쉴드 오지네. ㄷㄷ,TRUE,gender,offensive,"‘That’ gender 72% Ohjine, the bloody shield towards San-i. thief"
‘노무현’하지 않은게 다행이네요,FALSE,none,hate,I’m glad it wasn’t ‘Roh Moo-hyun’
● 꼰대들 특징: 나 때는 말이야~ 누가 뭐라고 괴롭히든 다 참고 버티고 다녔어~ 그만한 일로 그러냐ㅉㅉ 약해빠져가지구 ㅉㅉ 원래 사회 생활이 그래~~,FALSE,others,offensive,● Characteristics of old people: Back in my day~ I endured everything no matter what anyone harassed me~ Is that because of something like that? I become weak and that’s how social life is~~
●그러고보면 홍상수 김민희는 진짜 예쁜사랑 하는거였구나●,FALSE,none,none,"●If you think about it, Hong Sang-soo and Kim Min-hee had a really pretty love.●"
★속보★!!!! ㅈ됐다~~!!!! 국민가수 조용필도 빨갱이다~~ 마!! 조용필이 저거 고향이 으데고?? 전라도 아이라 카이??,FALSE,others,hate,"★Breaking News★!!!! Fuck it~~!!!! National singer Cho Yong-pil is also a communist~~ Ma!! Cho Yong-pil, is that your hometown?? Ira Kai from Jeolla-do??"
"★정용화 오빠가 죄인이면 김연아, 박지성도 죄인이다. 오빠 군대 잘 다녀오세요",FALSE,others,offensive,"★If Jung Yong-hwa’s brother is a sinner, Kim Yu-na and Park Ji-sung are also sinners. Have a good time in the military, brother."
"♥기사에서 윤총경, 승리 다 전라도 동향으로 서로 술먹고, 골프하고 승리외 운영술집 영업정지외 계속 봐주고 . 태어나지 말고 분리되어야할 절라도♥",FALSE,others,hate,"♥In the article, Yoon Chong-kyung and Seungri all drink together in the Jeolla-do area, play golf, and continue to look after each other, including the suspension of business at bars operated by Seungri. Even if it is a temple that should be separated rather than born ♥"
♨ 그래도 반성 한거 같은데 그냥 넘어가든가 ..,FALSE,none,none,"♨ Still, I think I reflected on it, so I guess I can just move on."
♨ 시즌2 원하는 사람 아무도 없다.,FALSE,none,offensive,♨ No one wants season 2.
♨ 충격 ! 결국 하나경이 맞았네. 강은비 그렇게 안봤는데 ..,FALSE,none,offensive,"♨ Shocking! In the end, Hana-kyung was right. I didn't see Kang Eunbi like that..."
ㄱㅣ사 쓸게 없구나 이딴게 기사에 나오고 봐야하다니...,FALSE,none,offensive,ㄱㅣThere’s nothing to write about. I can’t believe I saw something like this in an article...
ㄴㅏ경원 미모 봐라. 실화냐?,FALSE,none,none,ㄴㅏLook at Kyungwon’s beauty. Is this true?
ㄴ와 약쟁이 ^^,FALSE,others,hate,ㄴ and drug addict ^^
ㄹㅇ 관종....,FALSE,none,offensive,ㄹㅇ Gwanjong....
ㅁㅊ 약쟁이 슬슬 기어나오시구요~,FALSE,others,hate,"ㅁㅊ You little bastard, slowly come out~"
ㅅㄹ가 쏘아올린 핵폭발,FALSE,none,offensive,Nuclear explosion launched by ㅅㄹ
ㅅㅂ 더럽게 메갈어로 제목뽑는거 봐라,TRUE,gender,hate,ㅅㅂ Look at how they chose the title in Megal language.
ㅅㅂ 모르고저런거지 알고 저랬겠냐 꼰대 새키들 드럽게 말많네 ㅋㅋㅋ,FALSE,others,hate,ㅅㅂ You're like that without knowing. Do you think you did that with knowledge? Old guys and newbies talk so much haha.
ㅅㅅ 한게 자랑? ㅈㅅ로 그것도,TRUE,gender,hate,"Are you proud of what you did? With ss, that too"
ㅅㅅ는 언제 하셨나요?,FALSE,none,hate,When did you do SSS?
ㅅ궁합이 안맞았나보다ㅠ,TRUE,gender,offensive,ㅅI guess the compatibility wasn’t right.
ㅆㄹㄱ와 같은 한남들 말 무시하셔요^~~^우리 팜므파탈 나래씨^~^♡♡,TRUE,gender,hate,Please ignore what Hannam says like ㅆㄹㄱ^~~^Our femme fatale Narae^~^♡♡
ㅆ성과들과 비교가 안되는 자연미 너무 좋다.거의 이영애배우급 미모.,FALSE,others,hate,ㅆThe ​​natural beauty is so good that it can't be compared to other achievements. It's almost like actress Lee Young-ae's beauty.
ㅇㄴ 씨뱅 마약한것도 성추행한것도 아닌데 무안줫다고 존ㄴ 지ㄹㅏㄹ하네ㅋㅋㅋㅋㅋㅋㅋ 여자연예인이 감히 생글거리지 않았다고 기사 헤드라인까지 비꼬기시전,TRUE,gender,hate,"ㅇㄴ Cbang They didn't do drugs or sexually harass you, but they still respect you because they don't feel sorry for you. They even added sarcasm to the headline of the article, saying that a female celebrity didn't dare to look funny."
ㅇㄴㅇ 맴버중 한명은 친할법한데 ..ㅇㅅㅇ 라던지... 무슨일이 있었던거냐,FALSE,none,none,ㅇㄴㅇ One of the members seems like a close friend.. ㅇㅅㅇ or something... What happened?
ㅇㅅㅇ 여자들은 싫어합니다,TRUE,gender,offensive,ㅇㅅㅇ I hate women
ㅇㅇ아프던 말던 뭔상관 비호감인건 변함없노ㅋㅋ,FALSE,none,offensive,"ㅇㅇIt doesn’t matter whether it hurts or not, it doesn’t change that I dislike it haha."
ㅇㅏ직 폐지 안했나.,FALSE,none,offensive,Didn’t the ㅇㅏ position be abolished?
ㅇㅣ아즘마는 조용히 살고 싶다면서 왜 자꾸 기어나와? 돈도 많이벌었다고 예능에서 깝치더만.진심 관종임?,TRUE,gender,hate,"ㅇㅣAjeumma says she wants to live quietly, but why does she keep crawling out? They made fun of me on entertainment shows because I made a lot of money. Are they really interested?"
ㅇ정보부에서 조사하나봐요 .. 승리 곧 자살하겠네 아니..경찰이 질소넣고 자살했다고 하겠네..,FALSE,others,hate,ㅇI guess the intelligence department is investigating.. Seungri will commit suicide soon. No..the police will say he committed suicide by putting nitrogen in it..
ㅈ 라인이 너무 이쁘다,FALSE,none,hate,ㅈ The lines are so pretty
ㅈㄴ 작위적인느낌,FALSE,none,none,It feels artificial
ㅈㄹ병들 사기를치던 절도를하던 깜방서 있어봐라 하루라도 빨리 나오고 싶은게 인간에 본성이다죄는미워하고 사람은 똑같다,FALSE,others,hate,"You idiots, whether you're cheating or stealing, stay in that room. It's human nature to want to get out as soon as possible. Hate sin and people are the same."
ㅈㄹ염병..ㅋㅋ재산이 1조인데 천억안내고 머리굴리다가 꼬시고 오지다,FALSE,none,none,"Fuck you.. haha. My assets are worth 1 trillion won, but I don't know if I have to pay 100 billion won, and then they trick me and come to me."
